audio,phonemes,ipa
arabic_speech_corpus/wav/ARA NORM  1203.wav,sil t A ZZ AA S A' ww a r a sil w a t A ZZ AA' S A r a sil w a t U0 ZZ AA' S A sil t A S A' ZZ AA sil, t ɑ ðˤ ɑ sˤ ɑ w a r a  w a t ɑ ðˤ ɑ sˤ ɑ r a  w a t o̞ ðˤ ɑ sˤ ɑ  t ɑ sˤ ɑ ðˤ ɑ 
arabic_speech_corpus/wav/ARA NORM  0298.wav,sil m i0' n h aa sil E u0 y uu0' n u0 l H a r a m ii0' y a sil l i0 l m u0 x r i0' j a t i0 l f i0 l a s T II0 n ii0' y a t i0 n a' j w aa n a jj aa' r sil, m i n h ɑ  ʕ u j u n u l ħ a r a m i j a  l i l m u x r i ʒ a t i l f i l a s t ɪ n i j a t i n a ʒ w ɑ n a ʒ ɑ r 
arabic_speech_corpus/wav/ARA NORM  0630.wav,sil w a j aa' < a f i0 l w a ^ ii0' q A t I0 < a' nn a l < A T I0 bb aa' < a n A' S A H u0 w E aa < i0' l a t a m aa n d ii0' ll aa sil b i0 w A' q f i0 < a j h i0' z a t i0 tt a n a' ff u0 s i0 l < I0 S T I0 n aa E ii0' y i0 sil < a' ll a t i0 t u0 b q II0' h i0 E a' l aa q A' y d i0 l H a y aa' t i0 sil w a' < a n a E aa < i0' l a t a m aa n d ii0' ll aa t u0 f a' kk i0 r u0 f ii0' h aa' * aa l x I0 y aa' r i0 sil, w a ʒ ɑ ʔ a f i l w a θ i q ɑ t i ʔ a n a l ʔ ɑ t i b ɑ ʔ a n ɑ sˤ ɑ ħ u w ʕ ɑ ʔ i l a t a m ɑ n d i l ɑ  b i w ɑ q f i ʔ a ʒ h i z a t i t a n a f u s i l ʔ i sˤ t i n ɑ ʕ i j i  ʔ a l a t i t u b q ɪ h i ʕ a l ɑ q ɑ j d i l ħ a j ɑ t i  w a ʔ a n a ʕ ɑ ʔ i l a t a m ɑ n d i l ɑ t u f a k i r u f i h ɑ ð ɑ l x i j ɑ r i 
arabic_speech_corpus/wav/ARA NORM  1768.wav,sil m aa' s b a r a sil w a t a m aa' ss a r a sil w a t i0 m AA S uu0' m i1 n sil w a s a' mm i1 n sil t a s a' rr u0 m aa sil, m ɑ s b a r a  w a t a m ɑ s a r a  w a t i m ɑ sˤ u m ɪ n  w a s a m ɪ n  t a s a r u m ɑ 
arabic_speech_corpus/wav/ARA NORM  1274.wav,sil t a ww AA S A' ww a r a sil w a t a ww AA' S A r a sil w a t uu0 w AA' S A sil t A S A' ww a sil, t a w ɑ sˤ ɑ w a r a  w a t a w ɑ sˤ ɑ r a  w a t u w ɑ sˤ ɑ  t ɑ sˤ ɑ w a 
arabic_speech_corpus/wav/ARA NORM  0177.wav,sil ^ a l aa' ^ a t u mm i0' n h aa m u0 t a E a ll I0' q A t U1 n b i0 r u0' < y a t i0 l k a w aa' k i0 b i0 sil, θ a l ɑ θ a t u m i n h ɑ m u t a ʕ a l i q ɑ t o̞ n b i r u ʔ j a t i l k a w ɑ k i b i 
arabic_speech_corpus/wav/ARA NORM  0514.wav,sil w a' l a m t u0 w a' jj a h l i0 $$ aa' m ii0 sil < a l m U0' D r i0 b i0 E a' n i0 TT A E aa' m i0 l i0 < a' k ^ a r a m i0' n m i0' < a t i1 n w a < a r b a' E a t i1 n w a ^ a l aa ^ ii0' n a y a' w m a n sil << a' yy u0 t u0' h m a t i1 n sil, w a l a m t u w a ʒ a h l i ʃ ɑ m i  ʔ a l m o̞ dˤ r i b i ʕ a n i t ɑ ʕ ɑ m i l i ʔ a k θ a r a m i n m i ʔ a t ɪ n w a ʔ a r b a ʕ a t ɪ n w a θ a l ɑ θ i n a j a w m a n  ʔ a j u t u h m a t ɪ n 
arabic_speech_corpus/wav/ARA NORM  1526.wav,sil E a w S b a r a sil w a t a E a w SS A r a sil w a t u0 E a' w S A E u1 n sil w a s a' EE u1 n sil t A S A rr u0 E a uu0 sil, ʕ a w sˤ b a r a  w a t a ʕ a w sˤ ɑ r a  w a t u ʕ a w sˤ ɑ ʕ o̞ n  w a s a ʕ o̞ n  t ɑ sˤ ɑ r u ʕ a u 
arabic_speech_corpus/wav/ARA NORM  0801.wav,sil t A ZZ A w s a' ww a r a sil w a t A ZZ A' w s a r a sil w a t U0 ZZ A' w s a sil t a s I0 ZZ A uu0 sil, t ɑ ðˤ ɑ w s a w a r a  w a t ɑ ðˤ ɑ w s a r a  w a t o̞ ðˤ ɑ w s a  t a s i ðˤ ɑ u 
arabic_speech_corpus/wav/ARA NORM  1266.wav,sil t a nn a y S A' ww a r a sil w a t a nn a' y S A r a sil w a t u0 nn a' y S A sil t A S A nn a ii0 sil, t a n a j sˤ ɑ w a r a  w a t a n a j sˤ ɑ r a  w a t u n a j sˤ ɑ  t ɑ sˤ ɑ n a i 
arabic_speech_corpus/wav/ARA NORM  0581.wav,sil w a y a' j i0 b u0 t a j a' nn u0 b u0 < I0 D AA' f a t i0 $$ uu0 k uu0 l aa' t a t i0 < i0' l a tt a' m r i0 sil H a' y ^ u0 y a z ii0' d u0 * aa' l i0 k a m i0' n s u0 E a r aa' t i0 h i0 l H a r aa r ii0' y a t i0 sil, w a j a ʒ i b u t a ʒ a n u b u ʔ i dˤ ɑ f a t i ʃ u k u l ɑ t a t i ʔ i l a t a m r i  ħ a j θ u j a z i d u ð ɑ l i k a m i n s u ʕ a r ɑ t i h i l ħ a r ɑ r i j a t i 
arabic_speech_corpus/wav/ARA NORM  0489.wav,sil w a < A' S b a H a m u0 n t a' x A b u0 f i0 l a s T II0' n a t aa' s i0 E a l m u0 n t a x A b aa' t i0 l E a r a b ii0' y a t i0 sil < a' ll a t ii0 t a' H j i0 z u0 m A' q E a d a n f ii0' k a' < s i0 < u0' m a m i0 < aa' s y a sil, w a ʔ ɑ sˤ b a ħ a m u n t a x ɑ b u f i l a s t ɪ n a t ɑ s i ʕ a l m u n t a x ɑ b ɑ t i l ʕ a r a b i j a t i  ʔ a l a t i t a ħ ʒ i z u m ɑ q ʕ a d a n f i k a ʔ s i ʔ u m a m i ʔ ɑ s j a 
arabic_speech_corpus/wav/ARA NORM  1771.wav,sil m i0' s b a r a sil w a t a m i0' ss a r a sil w a t i0 m I0 S uu0' m i1 n sil w a s a' mm i1 n sil t a s a' rr u0 m i0 sil, m i s b a r a  w a t a m i s a r a  w a t i m i sˤ u m ɪ n  w a s a m ɪ n  t a s a r u m i 
arabic_speech_corpus/wav/ARA NORM  0784.wav,sil t a zz a y s a' ww a r a sil w a t a zz a' y s a r a sil w a t u0 zz a' y s a sil t a s i0 zz a ii0 sil, t a z a j s a w a r a  w a t a z a j s a r a  w a t u z a j s a  t a s i z a i 
arabic_speech_corpus/wav/ARA NORM  0223.wav,sil w a' h u0 w a < a' k ^ a r u0 b i0 n aa < aa' t i0 t u0' r k i0 y aa j a' * b a n l i0 zz u0 w aa' r i0 b i0 H aa l a' t i0 h i0 sil < a' l a t i0 t a' r m i0 z u0 l i0 TT AA' b i0 E i0 l E i0 l m aa n ii0' y i0 sil l i0 dd a' w l a t i0 t u0 r k ii0' y a t i0 l H a d ii0' ^ a t i0 sil, w a h u w a ʔ a k θ a r u b i n ɑ ʔ ɑ t i t u r k i j ɑ ʒ a ð b a n l i z u w ɑ r i b i ħ ɑ l a t i h i  ʔ a l a t i t a r m i z u l i t ɑ b i ʕ i l ʕ i l m ɑ n i j i  l i d a w l a t i t u r k i j a t i l ħ a d i θ a t i 
arabic_speech_corpus/wav/ARA NORM  1753.wav,sil k a' s b a r a sil w a t a k a' ss a r a sil w a t i0 k A S uu0' k i1 n sil w a s a' kk i1 n sil t a s a' rr u0 k a sil, k a s b a r a  w a t a k a s a r a  w a t i k ɑ sˤ u k ɪ n  w a s a k ɪ n  t a s a r u k a 
arabic_speech_corpus/wav/ARA NORM  0802.wav,sil t A ZZ A y s a' ww a r a sil w a t A ZZ A' y s a r a sil w a t U0 ZZ A' y s a sil t a s I0 ZZ A ii0 sil, t ɑ ðˤ ɑ j s a w a r a  w a t ɑ ðˤ ɑ j s a r a  w a t o̞ ðˤ ɑ j s a  t a s i ðˤ ɑ i 
arabic_speech_corpus/wav/ARA NORM  1282.wav,sil t a ww a y S A' ww a r a sil w a t a ww a' y S A r a sil w a t uu0 w a' y S A sil t A S A ww a ii0 sil, t a w a j sˤ ɑ w a r a  w a t a w a j sˤ ɑ r a  w a t u w a j sˤ ɑ  t ɑ sˤ ɑ w a i 
arabic_speech_corpus/wav/ARA NORM  1773.wav,sil m a w s b a r a sil w a t a m a w ss a r a sil w a t i0 m a w S uu0' m i1 n sil w a s a' mm i1 n sil t a s a rr u0 m a uu0 sil, m a w s b a r a  w a t a m a w s a r a  w a t i m a w sˤ u m ɪ n  w a s a m ɪ n  t a s a r u m a u 
arabic_speech_corpus/wav/ARA NORM  1800.wav,sil y i0' s b a r a sil w a t a y i0' ss a r a sil w a t ii0 I0 S uu0' y i1 n sil w a s a' yy i1 n sil t a s a' rr u0 y i0 sil, j i s b a r a  w a t a j i s a r a  w a t i i sˤ u j ɪ n  w a s a j ɪ n  t a s a r u j i 
arabic_speech_corpus/wav/ARA NORM  0887.wav,sil m a y s b a r a sil w a t a m a y ss a r a sil w a t i0 m a y S uu0' m i1 n sil w a s a' mm i1 n sil t a s a rr u0 m a ii0 sil, m a j s b a r a  w a t a m a j s a r a  w a t i m a j sˤ u m ɪ n  w a s a m ɪ n  t a s a r u m a i 
arabic_speech_corpus/wav/ARA NORM  0209.wav,sil S A w aa' H u0 l x A' y r < a E i0 zz aa' < i0 l m u0 $ aa h i0 d ii0' n sil, sˤ ɑ w ɑ ħ u l x ɑ j r ʔ a ʕ i z ɑ ʔ i l m u ʃ ɑ h i d i n 
arabic_speech_corpus/wav/ARA NORM  0152.wav,sil w a' j a d a b aa H i0 ^ uu0' n a < a' nn a m u0' xx A TT I0' f l i0 y a s t a j ii0' b u0 l i0 l < A S w aa' t i0 l m a E h uu0' d a t i0 l a d a' y h i0 sil m i0' ^ l a S A' w t i0 < u0' mm i0 h i0 sil, w a ʒ a d a b ɑ ħ i θ u n a ʔ a n a m u x ɑ t i f l i j a s t a ʒ i b u l i l ʔ ɑ sˤ w ɑ t i l m a ʕ h u d a t i l a d a j h i  m i θ l a sˤ ɑ w t i ʔ u m i h i 
arabic_speech_corpus/wav/ARA NORM  0311.wav,sil AA S T A' ff a q U0 r aa' b a t u0 < a r b a E ii0' n a m i0' n T U0 ll aa' b i0 m a r aa' H i0 l i0 tt a E l ii0' m i0 l < a s aa s ii0' y i0 sil y a n ^ u0 r uu0' n a l y aa s a m ii0' n a E a' l aa l H a j ii0' j i0 l m u0 g AA d i0 r ii0' n a l i0 l < a r AA' D II0 l m U0 q A dd a' s a t i0 sil, ɑ sˤ t ɑ f a q o̞ r ɑ b a t u ʔ a r b a ʕ i n a m i n t o̞ l ɑ b i m a r ɑ ħ i l i t a ʕ l i m i l ʔ a s ɑ s i j i  j a n θ u r u n a l j ɑ s a m i n a ʕ a l ɑ l ħ a ʒ i ʒ i l m u ɣ ɑ d i r i n a l i l ʔ a r ɑ dˤ ɪ l m o̞ q ɑ d a s a t i 
arabic_speech_corpus/wav/ARA NORM  0855.wav,sil $ a y S b a r a sil w a t a $ a y SS A r a sil w a t u0 $ a' y S A $ u1 n sil w a s a' $$ u1 n sil t A S A rr u0 $ a ii0 sil, ʃ a j sˤ b a r a  w a t a ʃ a j sˤ ɑ r a  w a t u ʃ a j sˤ ɑ ʃ o̞ n  w a s a ʃ o̞ n  t ɑ sˤ ɑ r u ʃ a i 
arabic_speech_corpus/wav/ARA NORM  0190.wav,sil < a l < aa' n a w A' q A d x AA' r a t sil q U0 w aa' h u0 w a H d a' w d a b a Z A' h r u0 h u0 w a t a ^ AA' q A l a t m i0 $ y a' t a h u0 sil, ʔ a l ʔ ɑ n a w ɑ q ɑ d x ɑ r a t  q o̞ w ɑ h u w a ħ d a w d a b a ðˤ ɑ h r u h u w a t a θ ɑ q ɑ l a t m i ʃ j a t a h u 
arabic_speech_corpus/wav/ARA NORM  1041.wav,sil < a' k ^ a r u0 t a E a' rr U0 D A n l i0 x A' T A r i0 l < I0 S AA' b a t i0 b i0' m a r A D < a w r aa' m i0 l m u0' xx I0 sil, ʔ a k θ a r u t a ʕ a r o̞ dˤ ɑ n l i x ɑ t ɑ r i l ʔ i sˤ ɑ b a t i b i m a r ɑ dˤ ʔ a w r ɑ m i l m u x i 
arabic_speech_corpus/wav/ARA NORM  1811.wav,sil q A ww aa' m u1 n sil w A q A ww uu0' m u1 n sil, q ɑ w ɑ m o̞ n  w ɑ q ɑ w u m o̞ n 
arabic_speech_corpus/wav/ARA NORM  1271.wav,sil t a hh a w S A' ww a r a sil w a t a hh a' w S A r a sil w a t u0 hh a' w S A sil t A S A hh a uu0 sil, t a h a w sˤ ɑ w a r a  w a t a h a w sˤ ɑ r a  w a t u h a w sˤ ɑ  t ɑ sˤ ɑ h a u 
arabic_speech_corpus/wav/ARA NORM  0126.wav,sil w a E aa' d a l m a' r k a z u0 ^^ aa' n i0 l i0 l q AA' SS I0 l m I0 S r ii0' y i0 < i0 b r aa h ii0' m i0 E a' b d i0 l f a tt aa' H i0 E a' n m a j m uu0 E a' t i0 h i0 sil m A' T A r u1 n S A y f ii0' y sil, w a ʕ ɑ d a l m a r k a z u θ ɑ n i l i l q ɑ sˤ i l m i sˤ r i j i ʔ i b r ɑ h i m i ʕ a b d i l f a t ɑ ħ i ʕ a n m a ʒ m u ʕ a t i h i  m ɑ t ɑ r o̞ n sˤ ɑ j f i j 
arabic_speech_corpus/wav/ARA NORM  1010.wav,sil m i0' n h aa m ii0 n aa' < u0 l < i0 s k a n d a r ii0' y a t i0 l q A d ii0' m u0 sil f i0 l q A r n a' y n i0 sil < a ^^ aa' l i0 ^ i0 w a ss aa' d i0 s i0 sil < a l m ii0 l aa d ii0 y a' y n i0 sil, m i n h ɑ m i n ɑ ʔ u l ʔ i s k a n d a r i j a t i l q ɑ d i m u  f i l q ɑ r n a j n i  ʔ a θ ɑ l i θ i w a s ɑ d i s i  ʔ a l m i l ɑ d i j a j n i 
arabic_speech_corpus/wav/ARA NORM  1784.wav,sil h a' s b a r a sil w a t a h a' ss a r a sil w a t i0 h A S uu0' h i1 n sil w a s a' hh i1 n sil t a s a' rr u0 h a sil, h a s b a r a  w a t a h a s a r a  w a t i h ɑ sˤ u h ɪ n  w a s a h ɪ n  t a s a r u h a 
arabic_speech_corpus/wav/ARA NORM  0875.wav,sil * a' s b a r a sil w a t a * a' ss a r a sil w a t i0 * A S uu0' * i1 n sil w a s a' ** i1 n sil t a s a' rr u0 * a sil, ð a s b a r a  w a t a ð a s a r a  w a t i ð ɑ sˤ u ð ɪ n  w a s a ð ɪ n  t a s a r u ð a 
arabic_speech_corpus/wav/ARA NORM  1257.wav,sil t a mm a w S A' ww a r a sil w a t a mm a' w S A r a sil w a t u0 mm a' w S A sil t A S A mm a uu0 sil, t a m a w sˤ ɑ w a r a  w a t a m a w sˤ ɑ r a  w a t u m a w sˤ ɑ  t ɑ sˤ ɑ m a u 
arabic_speech_corpus/wav/ARA NORM  0907.wav,sil w a' h u0 w a m aa' < a kk a' d a h u0 < a' y D A n m a' E h a d u0 g ii0 t s uu0' n sil < a l b a r ii0 T AA n ii0' y u0 < a' ll a * ii0 < a $ aa' r a < i0' l aa z i0 y aa' d a t i1 n m U0 TT A r i0' d a t i1 n sil f i0 dd aa x I0 l ii0' n a l i0 l < i0 s l aa' m i0 sil, w a h u w a m ɑ ʔ a k a d a h u ʔ a j dˤ ɑ n m a ʕ h a d u ɣ i t s u n  ʔ a l b a r i t ɑ n i j u ʔ a l a ð i ʔ a ʃ ɑ r a ʔ i l ɑ z i j ɑ d a t ɪ n m o̞ t ɑ r i d a t ɪ n  f i d ɑ x i l i n a l i l ʔ i s l ɑ m i 
arabic_speech_corpus/wav/ARA NORM  0956.wav,sil H ii0' n a b a' l a g A m i0 < a t aa' n i0 w a w aa' H i1 d sil f AA' S I0 l a t i0' s E a t u1 n w a t i0 s E uu0' n sil m i0 l y aa' r a j u0 n a' y h i1 n < i0 s t a r l ii0 n ii0' y i1 n sil, ħ i n a b a l a ɣ ɑ m i ʔ a t ɑ n i w a w ɑ ħ ɪ d  f ɑ sˤ i l a t i s ʕ a t o̞ n w a t i s ʕ u n  m i l j ɑ r a ʒ u n a j h ɪ n ʔ i s t a r l i n i j ɪ n 
arabic_speech_corpus/wav/ARA NORM  1283.wav,sil t a ww II0 S A' ww a r a sil w a t a ww II0' S A r a sil w a t uu0 w II0' S A sil t A S A' ww ii0 sil, t a w ɪ sˤ ɑ w a r a  w a t a w ɪ sˤ ɑ r a  w a t u w ɪ sˤ ɑ  t ɑ sˤ ɑ w i 
arabic_speech_corpus/wav/ARA NORM  1648.wav,sil x I0' s b a r a sil w a t a x I0' ss a r a sil w a t i0 x I0 S uu0' x I1 n sil w a s a' xx I1 n sil t a s a' rr u0 x I0 sil, x i s b a r a  w a t a x i s a r a  w a t i x i sˤ u x ɪ n  w a s a x ɪ n  t a s a r u x i 
arabic_speech_corpus/wav/ARA NORM  0982.wav,sil w A' q A d < uu0' k i0 l a t m a h a' mm a t u0 b i0 n aa' < i0 l m a H A' TT A t I0 sil < i0' l aa t a H aa' l u0 f i0 $ a r i0 k aa' t i1 n sil g AA l i0 b ii0' y a t u0 < a s h u0' m i0 h i0 sil s u0 E uu0 d ii0' y a t u1 n sil, w ɑ q ɑ d ʔ u k i l a t m a h a m a t u b i n ɑ ʔ i l m a ħ ɑ t ɑ t i  ʔ i l ɑ t a ħ ɑ l u f i ʃ a r i k ɑ t ɪ n  ɣ ɑ l i b i j a t u ʔ a s h u m i h i  s u ʕ u d i j a t o̞ n 
arabic_speech_corpus/wav/ARA NORM  1262.wav,sil t a nn U0 S A' ww a r a sil w a t a nn U0' S A r a sil w a t u0' nn U0 S A sil t A S A' nn u0 sil, t a n o̞ sˤ ɑ w a r a  w a t a n o̞ sˤ ɑ r a  w a t u n o̞ sˤ ɑ  t ɑ sˤ ɑ n u 
arabic_speech_corpus/wav/ARA NORM  1039.wav,sil H a' tt aa l aa' t U0' S b i0 H a rr i0 y AA' D A t U0 m A' S d a r a n l i0 l f a s aa' d i0 w a b ii0' < a t a n T AA r i0' d a t a n l i0 l < a b T AA' l i0 sil, ħ a t ɑ l ɑ t o̞ sˤ b i ħ a r i j ɑ dˤ ɑ t o̞ m ɑ sˤ d a r a n l i l f a s ɑ d i w a b i ʔ a t a n t ɑ r i d a t a n l i l ʔ a b t ɑ l i 
arabic_speech_corpus/wav/ARA NORM  0386.wav,sil H a' ** a r a t m a j a' ll a t u0 SS A y d a l ii0 y aa' t i0 l H a d ii0' ^ a t i0 < a l < a l m aa n ii0' y a t i0 sil m i0' n < a' nn a b u0 r uu0' d a t a sil TT A' q s i0 f i0 $$ i0 t aa' < i0 sil q A' d t u0 < a' dd ii0 < i0' l aa t a d a' h w u0 r i0 l H aa' l a t i0 SS I0 HH ii0' y a t i0 sil l a' d aa l m u0 s i0 nn ii0' n a l m U0 S AA b ii0' n a b i0 rr a' b w i0 sil < a' w i0 l < i0 n s i0 d aa' d i0 rr i0 < a w ii0' y i0 l m u0' z m i0 n i0 sil, ħ a ð a r a t m a ʒ a l a t u sˤ ɑ j d a l i j ɑ t i l ħ a d i θ a t i ʔ a l ʔ a l m ɑ n i j a t i  m i n ʔ a n a b u r u d a t a  t ɑ q s i f i ʃ i t ɑ ʔ i  q ɑ d t u ʔ a d i ʔ i l ɑ t a d a h w u r i l ħ ɑ l a t i sˤ i ħ i j a t i  l a d ɑ l m u s i n i n a l m o̞ sˤ ɑ b i n a b i r a b w i  ʔ a w i l ʔ i n s i d ɑ d i r i ʔ a w i j i l m u z m i n i 
arabic_speech_corpus/wav/ARA NORM  1715.wav,sil T ii0' s b a r a sil w a t A T ii0' ss a r a sil w a t I0 T II0 S UU0' T I1 n sil w a s A' TT I1 n sil t a s a' rr U0 T i0 sil, t i s b a r a  w a t ɑ t i s a r a  w a t i t ɪ sˤ u t ɪ n  w a s ɑ t ɪ n  t a s a r o̞ t i 
arabic_speech_corpus/wav/ARA NORM  0969.wav,sil < i0 n T A' l A q A t b i0 l E AA S I0' m a t i0 l E u0 m aa n ii0' y a t i0 sil m a' s q A T A sil m a s aa' < a l x A m ii0' s i0 f a E aa l ii0 y aa' t u0 m i0 h r a j aa' n i0 E u0 m aa' n a l b a H r ii0' y i0 l < a' ww a l i0 sil, ʔ i n t ɑ l ɑ q ɑ t b i l ʕ ɑ sˤ i m a t i l ʕ u m ɑ n i j a t i  m a s q ɑ t ɑ  m a s ɑ ʔ a l x ɑ m i s i f a ʕ ɑ l i j ɑ t u m i h r a ʒ ɑ n i ʕ u m ɑ n a l b a ħ r i j i l ʔ a w a l i 
arabic_speech_corpus/wav/ARA NORM  0760.wav,sil t a HH a y s a' ww a r a sil w a t a HH a' y s a r a sil w a t u0 HH a' y s a sil t a s i0 HH a ii0 sil, t a ħ a j s a w a r a  w a t a ħ a j s a r a  w a t u ħ a j s a  t a s i ħ a i 
arabic_speech_corpus/wav/ARA NORM  1460.wav,sil * UU0' S b a r a sil w a t a * UU0' SS A r a sil w a t u0 * UU0' S A * u1 n sil w a s a' ** u1 n sil t A S A' rr u0 * uu0 sil, ð u sˤ b a r a  w a t a ð u sˤ ɑ r a  w a t u ð u sˤ ɑ ð o̞ n  w a s a ð o̞ n  t ɑ sˤ ɑ r u ð u 
arabic_speech_corpus/wav/ARA NORM  0479.wav,sil m u0' n i0 H a t < a ss a' E f a t u0 ** a h a b ii0' y a t u0 f ii0' m i0 h r a j aa' n i0 k aa' n < a ss ii0 n a m aa < ii0' y i0 < a dd a w l ii0' y i0 sil l i0' h a * a l E aa' m i0 l i0 l f ii0' l m i0 tt u0 r k ii0' y i0 sil s u0 b aa' t u1 n $ a t w ii0' y u1 n sil l i0 l m u0' x r i0 j i0 n uu0' r ii0 b a' l j ii0 g A y l aa' n sil, m u n i ħ a t ʔ a s a ʕ f a t u ð a h a b i j a t u f i m i h r a ʒ ɑ n i k ɑ n ʔ a s i n a m ɑ ʔ i j i ʔ a d a w l i j i  l i h a ð a l ʕ ɑ m i l i l f i l m i t u r k i j i  s u b ɑ t o̞ n ʃ a t w i j o̞ n  l i l m u x r i ʒ i n u r i b a l ʒ i ɣ ɑ j l ɑ n 
arabic_speech_corpus/wav/ARA NORM  1233.wav,sil t A qq U0 S A' ww a r a sil w a t A qq U0' S A r a sil w a t U0' qq U0 S A sil t A S A' qq U0 sil, t ɑ q o̞ sˤ ɑ w a r a  w a t ɑ q o̞ sˤ ɑ r a  w a t o̞ q o̞ sˤ ɑ  t ɑ sˤ ɑ q o̞ 
arabic_speech_corpus/wav/ARA NORM  0740.wav,sil t a bb a w s a' ww a r a sil w a t a bb a' w s a r a sil w a t u0 bb a' w s a sil t a s i0 bb a uu0 sil, t a b a w s a w a r a  w a t a b a w s a r a  w a t u b a w s a  t a s i b a u 
arabic_speech_corpus/wav/ARA NORM  0162.wav,sil w a t a' j r i0 l m u0 s aa b A' q A t U0 b i0 tt a E aa' w u0 n i0 m a' E a l j a m E ii0' y a t i0 l < i0 s l aa m ii0' y a t i0 b u0 k u0 r u0 w aa' t y a sil w a y u0 $ aa' r i0 k u0 f ii0' h a m u0 t a s aa b I0 q UU0' n a m i0' n a < a l b uu1' s n a w a l h i1' r s i1 k sil w a s l uu1 v ii0' n y aa w a m A q d uu1' n y a sil, w a t a ʒ r i l m u s ɑ b ɑ q ɑ t o̞ b i t a ʕ ɑ w u n i m a ʕ a l ʒ a m ʕ i j a t i l ʔ i s l ɑ m i j a t i b u k u r u w ɑ t j a  w a j u ʃ ɑ r i k u f i h a m u t a s ɑ b i q u n a m i n a ʔ a l b o̞ s n a w a l h ɪ r s ɪ k  w a s l o̞ v i n j ɑ w a m ɑ q d o̞ n j a 
arabic_speech_corpus/wav/ARA NORM  0882.wav,sil T A y s b a r a sil w a t A T A y ss a r a sil w a t I0 T A y S UU0' T I1 n sil w a s A' TT I1 n sil t a s a rr U0 T A ii0 sil, t ɑ j s b a r a  w a t ɑ t ɑ j s a r a  w a t i t ɑ j sˤ u t ɪ n  w a s ɑ t ɪ n  t a s a r o̞ t ɑ i 
arabic_speech_corpus/wav/ARA NORM  0382.wav,sil f ii0' H ii0' n i0 < a' nn a l m a $ g UU0 l ii0' n a l < aa' n a b i0 l h a w aa' t i0 f i0 ** a k ii0' y a t i0 sil w a < a' H d a ^ i0 l < a j h i0' z a t i0 rr A q m ii0' y a t i0 sil h u0' m u0 l < a' k b a r u0 s i0' nn a n sil, f i ħ i n i ʔ a n a l m a ʃ ɣ u l i n a l ʔ ɑ n a b i l h a w ɑ t i f i ð a k i j a t i  w a ʔ a ħ d a θ i l ʔ a ʒ h i z a t i r ɑ q m i j a t i  h u m u l ʔ a k b a r u s i n a n 
arabic_speech_corpus/wav/ARA NORM  0337.wav,sil b a' y n a m aa l a' m t a t a j aa' w a z S AA d i0 r aa' t u0 h u0 n a' H w a l b u0 l d aa' n i0 l x A l ii0 j ii0' y a t i0 sil m i0 l y aa' r a d uu0 l aa' r i1 n f AA' S I0 l a ^ n a' y n sil E aa' m a < a l f a' y n i0 w a ^ a l aa a ^ a t a E a' $ a r sil, b a j n a m ɑ l a m t a t a ʒ ɑ w a z sˤ ɑ d i r ɑ t u h u n a ħ w a l b u l d ɑ n i l x ɑ l i ʒ i j a t i  m i l j ɑ r a d u l ɑ r ɪ n f ɑ sˤ i l a θ n a j n  ʕ ɑ m a ʔ a l f a j n i w a θ a l ɑ a θ a t a ʕ a ʃ a r 
arabic_speech_corpus/wav/ARA NORM  0965.wav,sil w a < A D AA' f a < a' nn a H a w aa l a ii0 sil E i0 $ r uu0' n a b i0 l m < a sil m i0' n a l m i0 y aa' h i0 l j a w f ii0' y a t i0 f i0 l E aa' l a m i0 sil q A' d n A' D A b a t sil, w a ʔ ɑ dˤ ɑ f a ʔ a n a ħ a w ɑ l a i  ʕ i ʃ r u n a b i l m ʔ a  m i n a l m i j ɑ h i l ʒ a w f i j a t i f i l ʕ ɑ l a m i  q ɑ d n ɑ dˤ ɑ b a t 
arabic_speech_corpus/wav/ARA NORM  0199.wav,sil t a' h d i0 f u0 l i0 < I0 q n aa' E i0 nn aa' s i0 b i0 < a' nn a nn i0 f aa y aa' t i0 l a' y s a t j a m ii0' E u0 h aa l i0 rr a' m y i0 sil, t a h d i f u l i ʔ i q n ɑ ʕ i n ɑ s i b i ʔ a n a n i f ɑ j ɑ t i l a j s a t ʒ a m i ʕ u h ɑ l i r a m j i 
